,host_id,host_about,host_response_time,host_response_rate,host_is_superhost,host_verifications,calculated_host_listings_count,host_identity_verified,host_has_profile_pic
2814,33345470,,within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
2815,184971311,"Heloni Apartments is a proud holder of the Covid Shield Certification by TÜV Austria. We wish to assure you that we have implemented all the guidelines to grant you a safe environment

We are a Property Management Company aiming for high end hospitality in the short-term-rental industry. Our handpicked apartments are carefully decorated with the guest in mind and offer a series of amenities, including Nespresso machines, flat screen TVs  and extra comfortable bedding. Our company values highlight Autonomy so that our visitors can feel free and flexible, Authenticity so that travelers can experience the best of Greek culture and Amenities so that visitors receive nothing but extra care during their stay with us. 
Our brand ""Heloni"" from the ancient Greek word ""tortoise"" falls nothing short of how we want our guests to feel while they are in Athens - right at home.",within an hour,94%,f,"['email', 'phone', 'google']",14,t,t
2818,175312483,,,,f,"['email', 'phone']",1,f,t
2820,7890898,,,,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
2821,102680287,,within a day,100%,t,"['email', 'phone']",1,f,t
2822,185324258,,,,f,"['email', 'phone']",1,f,t
2823,185355278,,a few days or more,0%,f,"['email', 'phone']",1,f,t
2824,185359950,,within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2826,171532073,"Φωτογράφος
 Αγαπημένος προορισμός ρωμη και πολλά πολλά  ταξίδια όταν εργαζόμουν σε κρουαζιέροπλοιο για 5 σεζόν Ελλάδα και εξωτερικό. 
 ",within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2827,10502498,"Pleasant, down to earth personality.
Friendly, sociable, optimistic, with a positive attitude.
Love new experiences, travelling and getting to know the world.
Respectful, thoughtful and panctual.",,,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
2828,103947466,"I am a graphic designer living in Athens. I love to travel, reading books and do fun stuff with my friends. I try to travel as much as I can and enjoy meeting new people!",within a few hours,100%,f,"['email', 'phone', 'facebook']",1,f,t
2829,185525740,"Born and raised in the city centre of Athens. I have lived for longer or shorter times in Nantes (France), Luxembourg and travelled a lot throughout Europe, mainly France, Italy, Spain, Netherlands, UK, Ireland, Germany, Austria, Turkey. I love travelling abroad and discovering gastronomy from other countries.",,,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2830,172128163,,within a few hours,100%,t,"['email', 'phone']",1,f,t
2831,185630045,,within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,t,t
2832,134505153,"I was born in Athens and later on, I moved to Thessaloniki to study Chemical Engineering. I love travelling, meeting new people & cultures, good food and mountain hiking. I am currently living in Moscow, pursuing a Master of renewable energy sources. While being in Russia, my brother motivated me to enter Airbnb and share my house in Athens. He and my mother will be taking care of the house and welcoming our guests. I sincerely hope all my guests to enjoy their stay in a place that I really love.",within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2833,185726778,"An athenian by choice, I love the city's downtown vibe.
I like all that Athens has to offer, the weather, its sky, the local food, its classical heritage. I also love 60s athenian architecture, so meeting with people from around the world and showing them the city and its treasures is always fun :)",within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",2,t,t
2834,24251408,,within a day,71%,f,"['email', 'phone', 'reviews']",1,f,t
2835,11407277,,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'government_id']",4,t,t
2836,83644630,"I am a geologist with big love for nature . I run a family company with umbrellas . I love traveling , extreme sports and sailing . I travel the world with a good excuse ( a consert , a play, a game,  a meeting  or just  a friend) . As a traveller, who has done fieldwork in many areas all over Greece and as a person who has long-term experience in travelling, i am able to provide useful tips about the city and travelling all over Greece. I really enjoy meeting people and look forward to help my guests making their stay in Athens unforgettable!",within an hour,100%,t,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id', 'work_email']",1,t,t
2837,173057232,,,,f,"['email', 'phone', 'zhima_selfie']",1,t,t
2838,65851293,"An Organised enthousiastic energetic adventurous civil engineer with passion at extreme sports.
Studied in UCLondon Beng Civil Engineering and MSc Constructions Economics & Management
10% Owner and Project Manager at Ekate Construction Company
Part time kitesurf and snowboard intsructor
Love my family, my friends and my sports!",within an hour,100%,t,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'government_id']",1,t,t
2839,150918522,,within a day,100%,t,"['email', 'phone', 'google']",1,f,t
2840,180896799,"HCS Horizon Cyprus Services is a property management company offering guests hotel-level services while also providing the privacy & leisure of a fully equipped holiday home.
We are a hospitality company with a unique hands-on approach and operations focus. We carefully select and exclusively manage all properties in our portfolio, an approach that allows us to offer a standardised high quality product that is competitively priced, and a superior level of service that exceeds the expectations of even the most demanding travellers.
Our guests, partners, property owners and staff are at the heart of all our actions. We constantly aim to exceed their expectations with great attention to detail, professionalism, fairness and a human touch.

Our Values
Fairness
we believe in being fair and will always strive to find a balance that makes all stakeholders happy
Efficiency
we do things simply, effectively and quickly, without cutting corners
Reliability
we will always keep our promises and strive to build lasting relationships based on mutual trust
Transparency
we believe that transparency leads to greater trust and its paramount to our success",within an hour,96%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id', 'work_email']",13,t,t
2841,186001815,,within an hour,100%,t,"['email', 'phone']",1,f,t
2842,20220928,,within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2843,186086964,"Our team consists of 5 young people willing to provide quality in accommodation services to those who choose to visit Athens, either travelling for business or pleasure.
We love our city, hope you love it too!
Pasmina Team",within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",1,t,t
2845,186062254,"My name is Angela. I live in Greece. I'm half Italian from mama.
My family and I, have clothing stores.
I love life.The people...The sincerity...The quality....a glass of wine at the end of the day with friends, it's necessary ..
My Motto for life: live life to express .. not to impress ..----------------------------Mi chiamo Angela. Vivo in Grecia.Sono mezza Italiana dalla parte di mama.
Io e la famiglia abbiamo negozi d’abbigliamento.   
Amo la vita.le (Website hidden by Airbnb) (Website hidden by Airbnb) qualita.un bicchiere di vino alla fine del giorno con gli amici,e necessario..
Modo di vita: vivere la vita per esprimere..non impressionare..",,,f,"['email', 'phone']",1,f,t
2846,186198745,,,,f,['phone'],1,f,t
2848,5857190,,within an hour,100%,f,"['phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
2849,139849466,"Με λενε Φωτεινη Λατση και ειμαι γεννημενη 25/2/91.
Ειμαι ελευθερος επαγγελματιας και ενοικιαζω διαμερισματα σε τουριστες μεσω airbnb.",within an hour,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id', 'work_email']",4,t,t
2851,4820849,"Hello there,

This is Mehmet. I'm from İstanbul, Turkey living in Athens almoooost 10 years :) 

After working for corporate companies for years, now I work as freelancer. Much better. I definitely suggest you :)

I also have a website where I write about Greece. So I can easily say that I know Athens as local.

Feel free to book my place and I will be more than happy to serve you.

See you soon.

Cheers,
Mehmet",within an hour,87%,t,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id']",14,t,t
2852,101888925,,within a day,50%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,t,t
2853,21626864,"Hi! My name is Paul. I am half greek half german and a painter, painting pictures.
Hope that you like your stay!",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2856,185623136,,within an hour,100%,f,"['email', 'phone']",1,f,t
2857,186625011,,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2859,181292698,"Hi all!My name is Penny, i was born and grown up in Athens.
I am working in the shipping industry and I love traveling, experiencing new cities, their food and culture.I am looking forward meeting you in one of your next visits to Greece.
 ",,,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2860,184939125,,within an hour,100%,f,"['email', 'phone']",1,f,t
2861,186757038,,,,f,"['phone', 'offline_government_id', 'government_id']",1,t,t
2862,186777652,,within an hour,100%,t,['phone'],1,f,t
2863,152014141,,,,f,"['phone', 'reviews']",1,f,t
2864,100689472,,within a few hours,100%,t,"['email', 'phone']",1,f,t
2865,158101640,,within an hour,100%,f,"['email', 'phone', 'reviews']",1,f,t
2866,124475347,,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'work_email']",2,t,t
2867,110974559,"Greek-Irish dude situated in Athens, wife and baby boy make us a young family. 
We enjoy hosting people in Athens with one thing in mind, what could make their stay most enjoyable and memorable? 
Seeing new places is all about that - feeling comfortable and rejuvenated, ready to get back to everyday life right after :)",within an hour,94%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",4,t,t
2869,128183435,,,,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2870,179628744,,,,f,['phone'],1,f,t
2871,186952013,"Languages: English,Italian,French, Ligo Hellenica",,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2872,186954472,"always  anxious  hyperactive, typical Greek host, i like to love my loved ones !!",within an hour,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",3,t,t
2873,48246881,I like to treat to my guests like my friends.I want to feel safe and comfortable during my trips.,,,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2875,104237719,,within an hour,100%,t,"['email', 'phone', 'reviews']",4,t,t
2876,132664550,,within an hour,100%,t,"['email', 'phone']",1,f,t
2877,74180712,"My name is Maria, I am a Photographer and I am the manager of Athens Urban Visions Apartment.
As a friend says, 
""Maria’s philosophy and her biggest goal, apart from photography, is to manage houses that meet the physical, social, economic, and aesthetic needs of its residents and also ensuring the high-quality standards of living inside them"".
",within an hour,90%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,t,t
2878,22700716,I am a greek 35 year old athenian greek citizen loving travelling and exploring new destinations. Look forward to welcoming travellers from around the world.,within an hour,100%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2879,2555518,"Dear travellers!
I'm Effie, a free spirit architect, with passion for design, architecture, innovation, technology & travel. I've studied at the NTUA and I have a multi tasking and multi cultural, happy family! I travel, most of my time, for business and for fun!
I'm more than happy to help you organise your vacations at our lovely and relaxing area, so don't hesitate to contact me anytime before your arrival, or during your stay!",within an hour,100%,f,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id', 'work_email']",2,t,t
2880,187273227,"Singer, actress and performer, graduate of the Academy of Dramatic Arts (NYC).   I live  on the first floor of the house, with a separate entrance -- occasionally  with my mom, a translator of German literature. I speak Greek, English, German and French. Hobbies: Photography, sports.. ",within a few hours,100%,f,"['email', 'phone']",2,f,t
2881,91964916,,within an hour,100%,t,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2882,179173781,,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
2883,40485503,,within a few hours,100%,f,"['email', 'phone', 'reviews']",1,f,t
2884,145335984,"My name is Fioralda & i live in Athens , i love to travel !!",,,t,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2885,116040571,"I was born in Syros, a beautiful island of Cyclades. I am a musician and l love the Airbnb experience as a host and also as a traveller. Check my travel guide, so you can enjoy the town as a local!",within a few hours,100%,t,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']",1,t,t
2886,187402312,"Constantly travelling, lived in a variety of countries for many years, big music fan and an active musician (Bass player).  Interior design and Architecture enthusiast.
Loves conversations (particularly with a glass of red wine), the beach and road trips.
",within a day,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2887,187419252,,within an hour,100%,t,"['email', 'phone']",2,t,t
2888,4160537,"Hello  i am Edgar , i was a graphic designer and illustrator now turned artist . 
I enjoy creating and discovering the world.",within a day,63%,f,"['email', 'phone', 'jumio', 'government_id']",1,t,t
2889,187440867,"Hello!! My name is Ilias and I like to travel all over the world, especially in Thailand, where I go almost every year. I also deal with my great love, the music.
Eleni is a good friend of mine who is helping me when I am not in Athens. Feel free to ask her for anything you may need! :)",within an hour,100%,f,"['email', 'phone']",1,f,t
2890,187450796,,,,f,"['email', 'phone']",1,f,t
2891,24642585,journaliste - auteure,within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
2892,67073961,"Ι m an artist. I love animals, people and different cultures. I do not agree with any kind of racism.

Είμαι καλλιτέχνης. Αγαπώ τα ζώα, τους ανθρώπους και τους διαφορετικούς πολιτισμούς. Δεν συμφωνώ με κανένα ειδος ρατσισμού. ",within an hour,100%,t,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",1,t,t
2894,187623956,"Hi,  my future guests !
I'm graduate of Political Sciences. I'm a spontaneous character and open person.
I loved traveling around the world, especially in Asia, when I had more free time.
I'm  communicative , loving to contact persons from other countries.
I love very much the sea, snorkeling. During summer holidays I adore to visit  Greek islands and enjoy  their local life,  the serenity of the sea and the landscape and their historical monuments.
Also, I  love to paint.
Usually I'm a smiling person .   My slogan  is "" Cease the Day "".
So, don't hesitate to book my apartment,  due to the reason I'm a new Host !!
",,,f,"['email', 'phone']",1,f,t
2896,187633767,,within a few hours,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",2,t,t
2897,187636943,,within an hour,90%,t,"['email', 'phone']",1,f,t
2898,187650154,serious - funny,,,f,"['email', 'phone']",1,f,t
2899,187657059,,within an hour,100%,f,"['email', 'phone', 'google']",1,f,t
2901,128643217,"MY PROFILE : (in english, italian, greek)
ENGLISH:
I am an architect who studied in Florence and  consider Italy my second home country. In 2006 I refurbished a building in ""Ampelokipoi - Athens"" and transformed it in rental furnitured apartments which offer a warm and cosy environment to Athens visitors. As I am a third generation Athenian I know many secrets of this city and am willing to share them with you. I speak good italian, english, french and some spanish. Together with my wife Evangelia we manage this airbnb apartment which was our previous personal residence. We like travels, good company and food, arts and music.
ITALIANO:
Mi sono laureato in architettura a Firenze (... nel secolo scorso!!!) e considero l' Italia la mia seconda patria. Nel 2006 ho restaurato un vecchio edificio scolastico nel quartiere di ""Ampelokipoi"" e l' ho trasformato in appartamenti ammobiliati (Evmaros Apartments) per offrire un ambiente caldo ed accogliente a chi viene a visitare Atene. Dal momento che sono nato qui conosco tantissimi segreti di questa citta' e saro' felice di condividerli con voi. Parlo bene l' italiano, l' inglese, il francese e un po' di spagnolo. Insieme a mia moglie Evangelia gestiamo questo appartamento airbnb che per tanti anni e' stata la nostra casa. Ci piace viaggiare, la buona compagnia, il buon cibo le arti e la musica.
ΕΛΛΗΝΙΚΑ:
Είμαι αρχιτέκτονας που έχω σπουδάσει στην Φλωρεντία, καθώς η Ιταλία είναι η δεύτερη πατρίδα μου. Το 2006 ανακαίνισα ένα κτίριο στους Αμπελόκηπους και δημιούργησα επιπλωμένα διαμερίσματα (Evmaros apartments) που προσφέρουν ένα ζεστό και φιλόξενο περιβάλλον για επισκέπτες που έρχονται στην Αθήνα. Επειδή από τη γέννησή μου ζω σε αυτήν τη γειτονιά (Αμπελόκηποι)  γνωρίζω καλά την πόλη και θα χαρώ να μοιραστώ μαζί σας τα μυστικά της. Μιλάω καλά ιταλικά, αγγλικά, γαλλικά και λίγα ισπανικά.  Με τη σύζυγό μου Ευαγγελία  διαχειριζόμαστε στην airbnb το χώρο αυτό όπου παλαιότερα ήταν το σπίτι μας.  Μας αρέσουν πολύ τα ταξίδια, η παρέα και το καλό φαγητό, οι τέχνες και η μουσική.",,,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2903,187772213,,,,f,"['email', 'phone', 'google']",1,f,t
2910,188002485,"Hi We are Pavlos and Sophia. We live in Athens and we love to travel, discover new places and people",,,t,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",2,t,t
2911,185302304,,within a few hours,100%,f,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2913,5630717,"Hi! My name is Natasha,I'm an architect,happily married and a mother of two beautiful monsters!
I love meeting people,learning and eventually speaking foreign languages is something that I adore,thus meeting people from other countries talking about their culture and their way of life and help them experience the way of living in my country,makes me really happy!
I love decorating spaces,parties,people,whatever basically...sewing,sailing,travelling,eating,laying on the beach and sometimes making sand castles with my kids(not always!)
",within a few hours,90%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",1,t,t
2915,188337999,,within a few hours,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
2916,186303019,,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",4,t,t
2917,188346819,,within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,t,t
2920,188173735,"I am working as a MEP Mechanical Engineer for a Construction Company here in Athens. I like travelling a lot meeting  people in all over the word. In my Free time, after finishing my job , I like reading literature books  and listening music. 
I am looking forward to host in my house  people who want to stay and enjoy Athens . ",,,f,"['email', 'phone', 'google']",1,f,t
2921,188482329,,,,f,"['email', 'phone']",1,f,t
2922,188478211,"First came our fascination to meet people around the globe, exchange stories and see our city in different ways through their  eyes.

This fueled a desire to create pristine suites right at the heart of Athens and yet far enough from the hustle and bustle, so one can collect themselves and reflect on the experiences collected in this multifarious city lying under the shadow of the Parthenon.

Let us be your host!",within an hour,97%,t,"['email', 'phone']",13,t,t
2924,20502831,"Tolerance, live and let live.",a few days or more,0%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2926,188550865,,within an hour,100%,f,"['email', 'phone']",1,f,t
2927,188557728,,within an hour,100%,f,"['phone', 'jumio', 'offline_government_id', 'government_id']",1,t,t
2929,101701935,I am a fashion photographer based in Greece. I love traveling and doing my best to leave people happy with a pleasant hospitality. ,within an hour,93%,t,"['email', 'phone']",2,t,t
2931,7996184,"hi, i am Lia! Like travelling, art, music & dancing, reading, hanging out and many more! I think this is a great way to travel and find out about the place you are visiting from the  inside, so be my guest!",within an hour,100%,t,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",2,f,t
2933,53254627,"Having studied Greek and Italian languages and literature, I find myself always among people and between cultures. I teach Italian to Greeks and Greek to foreigners. I love traveling as much as teaching and hosting you to my home is my chance to combine both! Let me share my travel experiences with you and guide you in my hospitable city with its world known treasures and hidden jewels!!!
As local young people who love nature ,history and traveling ,we are at your disposal for tours ,excursions ,tips and what to do ,what to taste and what you see in Athens-Piraeus to the Attica Riviera and to the amazing Greek islands.Live like a local and you will be coming again and again to this magical place on earth!!!",within an hour,100%,f,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']",3,t,t
2934,47617379,"Hello dear friends,

We are the team of Athens Houses Apartments, we manage houses all around Athens as in  Palaio Faliro and Alimos district next to our beautiful sea,Koukaki and Kolonaki at the heart of Athens city center, Kolonos area next to Larisis station,Ilisia, and also at the beautiful northern suburbs of Athens Chalandri and Saronida area.

We are always available for any questions you may have. Our team is here to help you in anything you may need. 
Hope you have a great time and a wonderful experience.",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",7,t,t
2935,167885566,"Hello! We are two sisters, Anna and Sofia. We are students and have lived in Athens since we were born. We love reading books, going to the cinema, music and hanging out with our friends.  Also, we really enjoy travelling and we have visited many places, both inside and outside Greece. We love to meet people and to have new experiences. We hope you enjoy your stay in Athens!",within an hour,100%,f,"['email', 'phone']",2,f,t
2937,188830282,"Hello!!!
I am a student in Business Management and Entrepreneurship, and at the same time I deal with Airbnb. My friends says that I am very friendly, hospitable and polite. 

As one of my favorite things in my free time is to traveling all over the world, I have a lot of experience in the way of hosting, so i will do the best to make you feel comfortable and feel like you are at your home. 

Do not hesitate, I am at your disposal for any questions. Go ahead, send me a message.

I will be happy to host you!


See you soon!

Antonis.
",,,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,t,t
2939,51660776,,,,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
2940,131574364,,within an hour,70%,f,"['email', 'phone', 'reviews']",1,f,t
2941,26757528,"Hello! I am Konstantinos, 29 years old, professional architect, born and raised in Athens. I am trying to travel and meet new people as much as i can. I love accommodating people from all over the world in my loft.",within an hour,100%,t,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",1,t,t
2943,45813012,"Hello! 
My name is Alexandra, Law graduate but working on real estate management, sales and development as I created my own company.I’ve been working professionally on airbnb since 2015 and it is what I love the most among all my company’s tasks.I love meeting new people host them and make them feel like home. Best thing about airbnb is the new friends I made all over the world & learning about them. Nothing gives me the joy of a guest that prefers to stay a second time on my properties.
Love to have you as guests <3
",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",2,t,t
2944,188927719,"My nickname Kiralina comes from the wonderful book by Panait Istrati. It's also a nice intro about myself: I love reading and books (and my house reflects that), travelling and adventures, arts and science. I recently was in Mexico where I discovered the really nice Catrina's hence the pic (profile pic from streetartist in Az). ",,,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2946,188890000,,,,f,['phone'],1,t,t
2948,189037229,"Hello! My nane is Olga, I'm a professional translator, I'm fluent in english, french, spanish and italian. Currently, I'm studying in the open greek university, greek civilisation and history and I'm fond of contacting people from various countries. My intention is to promote Athens, mainly ancient Athens, by touring people around antiquites, museums. 
By all means, BE MY GUEST!!! :-)",within a few hours,79%,f,"['email', 'phone', 'offline_government_id', 'government_id']",2,t,t
2954,110173888,,,,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
2955,114204971,,within an hour,100%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2961,58364053,"Combining luxury and comfort, our villa is a romantic retreat for a group of friends or a family seeking a true home feeling!
Decorated with exquisite taste, exclusive bed linen, goose feather pillows and antique furniture this house gives you a perfect zen vibe!
 
We have this villa in our family for more than 20 years and we hope you will share our love for our home- we will make everything possible to ensure you enjoy your stay! 
 
See you soon!
John and Mary",within an hour,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
2963,189569444,"Hello!!
My name is Natassa and I live in Athens with my family!  
I know all the secrets of my area and I will be happy to share them with my guests! ",,,f,"['email', 'phone']",2,f,t
2965,189686027,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",3,t,t
2966,21935035,"Life is beautiful, travel a lot, live a lot, create interesting memories.",within an hour,100%,t,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'selfie', 'government_id', 'identity_manual']",1,t,t
2967,24567914,,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",7,t,t
2968,124030229,,,,f,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",1,t,t
2969,189967864,,within an hour,100%,f,"['email', 'phone']",17,t,t
2970,190038578,,,,f,"['email', 'phone']",1,f,t
2971,135793579,"I split my time between Edinburgh, Athens and travelling with my pack (my partner Frank and our wire fox terrier, Bjarni). I write, research and translate for a living.

I have been lucky enough to travel widely for work and pleasure, and I have come to the conclusion that a cosy, clean, well-equipped apartment in a real neighbourhood beats a hotel any day! We view both apartments as our homes and hope that you can feel the same way about them when you visit.

I like to maintain contact with my guests, even when I am not around. Please feel free to message me with any questions about your stay. 

I hope that you will enjoy staying at our place and your travels. ",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2973,190075774,"I am a middleage   man who likes to travel, play basket, watching movies for space and maniac with technology and new gadgets!
 I will be happy to welcome you in my airbnb appartments!",,,f,"['email', 'phone']",4,f,t
2974,30326726,,,,f,"['email', 'phone']",3,f,t
2979,70795985,"I'm Effie and I've just renovated my apartment. The apartment is 10' walk from Ampelikipi metro station, that is the airport line. You will fell like an Athenian during your stay.",within an hour,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
2980,190235935,,within a few hours,100%,t,['phone'],1,f,t
2982,22873922,I will be very happy to assist you with anything you need to make your stay a memorable one. If you have any questions please do not hesitate to contact me and I will do my very best to answer them promptly!,within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",3,t,t
2985,1311760,,within a few hours,70%,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",1,t,t
2989,190394609,"I am Christina, on my early 30s working on the fashion industry and running a production line for women clothes. 
Since my family is into the Hotel business I was brought up into the hotelier world! We own Hotels in Athens and the Peloponnese and although Airbnb is kind of a cultural exchange, it still needs to be professional fulfilling high end standards!
 ",within an hour,99%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",11,t,t
2990,190418925,,,,f,"['email', 'phone']",2,f,t
2991,69420714,"Adoro viaggiare, e il mio lavoro mi porta spesso a farlo. Non capisco come non mi sono iscritta prima in questa comunità di viaggiatori.
Meglio tardi che mai :-)",within a few hours,100%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,t,t
2995,190460837,,,,f,"['email', 'phone']",1,f,t
2997,43894299,"Hello! My name is Konstantina and at the current time I live in Athens. I am a civil engineer but my love for traveling has made tourism part of my life. Hanging out with my people, meeting new experiences and exploring the world are some of my own characteristics. Hope to meet you one day either as a guest or as a host. Meanwhile, travel as much as you can, making yourself happy and your world around you even happier :) ",within an hour,96%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",6,t,t
3000,18247888,,within a day,100%,t,"['email', 'phone', 'reviews']",2,t,t
3002,116801766,"Hello,
My name is Johnny! I am a passionate traveller who loves to discover new cultures, share experiences and meet new people from all over the world.
My aim on Airbnb is to ensure my guests an unforgettable stay in Athens. ",within an hour,100%,t,"['email', 'phone']",1,f,t
3003,190623083,I am a really sociable person and i could be characterised as a maniac traveler. I am keen on visiting and exploring the secret not only of the biggest cities but also of picturesque villages. I used to spend my summertime vacations in greece so i am a sea lover.,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'government_id', 'identity_manual']",1,t,t
3004,190641147,,within an hour,100%,t,"['email', 'phone']",1,f,t
3005,186915108,Hi!! My name is Agis .. I am polite and I like to meet new people!,within an hour,100%,f,"['email', 'phone']",1,f,t
3006,190801054,"The studio is managed by Patricia’s family. My husband Yiannis and my two daughters Myrto and Mariangela, depending on their availability, will welcome and provide you with information to facilitate your stay in Athens.  We like travelling, meeting people and feel the different cultures as reflected in art, music, local customs and ethics, including gastronomy. I speek English, French, Italian and some Spanish. My husband and daughters speek also English, French and some Italian. My younger daughter  Myrto is an interpreter of the  Greek sign language and can also  accommodate International Sign.",within a day,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
